customer_id,treatment_group,campaign_channel,offer_type,contacted,responded,original_churn,churn_after_campaign,uplift_label
CUST_000191,control,none,no_offer,0,0,0,0,uncertain
CUST_000192,control,none,no_offer,0,0,0,0,sure_thing
CUST_000193,control,none,no_offer,0,0,0,1,uncertain
CUST_000194,treatment,app_notification,free_international_trial,1,1,0,0,sure_thing
CUST_000195,control,none,no_offer,0,0,0,0,sure_thing
CUST_000196,control,none,no_offer,0,0,0,0,sure_thing
CUST_000197,control,none,no_offer,0,0,0,0,sure_thing
CUST_000198,control,none,no_offer,0,0,0,0,sure_thing
CUST_000199,control,none,no_offer,0,0,1,1,uncertain
CUST_000200,control,none,no_offer,0,0,0,0,sure_thing
CUST_000201,control,none,no_offer,0,0,0,0,sure_thing
CUST_000202,control,none,no_offer,0,0,1,1,uncertain
CUST_000203,treatment,SMS,discount_10_percent,1,0,0,1,do_not_disturb
CUST_000204,treatment,SMS,discount_10_percent,1,0,0,0,sure_thing
CUST_000205,control,none,no_offer,0,0,0,0,sure_thing
CUST_000206,control,none,no_offer,0,0,1,0,uncertain
CUST_000207,control,none,no_offer,0,0,0,0,uncertain
CUST_000208,treatment,phone_call,discount_20_percent,1,0,0,0,sure_thing
CUST_000209,control,none,no_offer,0,0,0,0,sure_thing
CUST_000210,control,none,no_offer,0,0,0,0,sure_thing
CUST_000211,control,none,no_offer,0,0,0,0,sure_thing
CUST_000212,control,none,no_offer,0,0,0,0,sure_thing
CUST_000213,control,none,no_offer,0,0,0,0,sure_thing
CUST_000214,control,none,no_offer,0,0,0,0,sure_thing
CUST_000215,treatment,SMS,discount_10_percent,1,1,0,0,sure_thing
CUST_000216,control,none,no_offer,0,0,0,0,sure_thing
CUST_000217,control,none,no_offer,0,0,0,0,uncertain
CUST_000218,control,none,no_offer,0,0,0,0,sure_thing
CUST_000219,treatment,SMS,free_international_trial,1,0,0,0,sure_thing
CUST_000220,control,none,no_offer,0,0,0,0,sure_thing
CUST_000221,treatment,app_notification,discount_10_percent,1,0,0,0,sure_thing
CUST_000222,control,none,no_offer,0,0,0,0,sure_thing
CUST_000223,control,none,no_offer,0,0,0,0,sure_thing
CUST_000224,control,none,no_offer,0,0,0,0,sure_thing
CUST_000225,control,none,no_offer,0,0,0,0,uncertain
CUST_000226,control,none,no_offer,0,0,0,0,sure_thing
CUST_000227,treatment,email,free_international_trial,1,1,0,0,sure_thing
CUST_000228,control,none,no_offer,0,0,0,0,sure_thing
CUST_000229,control,none,no_offer,0,0,0,0,sure_thing
CUST_000230,control,none,no_offer,0,0,0,0,sure_thing
CUST_000231,control,none,no_offer,0,0,0,0,sure_thing
CUST_000232,control,none,no_offer,0,0,0,0,sure_thing
CUST_000233,control,none,no_offer,0,0,0,1,uncertain
CUST_000234,control,none,no_offer,0,0,0,0,sure_thing
CUST_000235,control,none,no_offer,0,0,0,0,sure_thing
CUST_000236,control,none,no_offer,0,0,0,0,sure_thing
CUST_000237,control,none,no_offer,0,0,0,0,sure_thing
CUST_000238,control,none,no_offer,0,0,0,0,sure_thing
CUST_000239,treatment,app_notification,free_voicemail_month,1,0,0,0,sure_thing
CUST_000240,control,none,no_offer,0,0,0,0,uncertain
CUST_000241,control,none,no_offer,0,0,0,0,sure_thing
CUST_000242,control,none,no_offer,0,0,0,0,sure_thing
CUST_000243,control,none,no_offer,0,0,0,0,sure_thing
CUST_000244,treatment,app_notification,discount_20_percent,1,0,0,0,sure_thing
CUST_000245,treatment,SMS,discount_20_percent,1,0,1,0,sure_thing
CUST_000246,control,none,no_offer,0,0,0,0,sure_thing
CUST_000247,control,none,no_offer,0,0,0,0,sure_thing
CUST_000248,control,none,no_offer,0,0,1,1,uncertain
CUST_000249,control,none,no_offer,0,0,0,0,sure_thing
CUST_000250,control,none,no_offer,0,0,0,0,sure_thing
CUST_000251,control,none,no_offer,0,0,0,0,sure_thing
CUST_000252,treatment,email,discount_10_percent,1,0,0,0,sure_thing
CUST_000253,control,none,no_offer,0,0,0,0,sure_thing
CUST_000254,control,none,no_offer,0,0,0,0,sure_thing
CUST_000255,treatment,app_notification,loyalty_bonus,1,0,0,0,sure_thing
CUST_000256,treatment,email,discount_20_percent,1,0,0,0,sure_thing
CUST_000257,treatment,email,free_international_trial,1,0,1,1,do_not_disturb
CUST_000258,control,none,no_offer,0,0,0,0,sure_thing
CUST_000259,control,none,no_offer,0,0,0,0,sure_thing
CUST_000260,control,none,no_offer,0,0,0,0,sure_thing
CUST_000261,control,none,no_offer,0,0,0,0,sure_thing
CUST_000262,control,none,no_offer,0,0,0,0,sure_thing
CUST_000263,treatment,SMS,discount_10_percent,1,0,0,0,sure_thing
CUST_000264,control,none,no_offer,0,0,0,0,sure_thing
CUST_000265,control,none,no_offer,0,0,0,0,sure_thing
CUST_000266,control,none,no_offer,0,0,0,0,sure_thing
CUST_000267,control,none,no_offer,0,0,0,0,sure_thing
CUST_000268,control,none,no_offer,0,0,1,1,uncertain
CUST_000269,treatment,email,priority_support,1,0,1,1,do_not_disturb
CUST_000270,control,none,no_offer,0,0,0,0,sure_thing
CUST_000271,treatment,SMS,free_voicemail_month,1,0,0,0,sure_thing
CUST_000272,treatment,email,discount_10_percent,1,0,0,0,sure_thing
CUST_000273,control,none,no_offer,0,0,0,0,sure_thing
CUST_000274,control,none,no_offer,0,0,0,0,sure_thing
CUST_000275,control,none,no_offer,0,0,0,0,sure_thing
CUST_000276,treatment,app_notification,discount_20_percent,1,0,1,1,do_not_disturb
CUST_000277,control,none,no_offer,0,0,0,0,sure_thing
CUST_000278,control,none,no_offer,0,0,0,0,sure_thing
CUST_000279,control,none,no_offer,0,0,0,0,sure_thing
CUST_000280,treatment,email,free_voicemail_month,1,0,0,0,sure_thing
CUST_000281,control,none,no_offer,0,0,0,0,sure_thing
CUST_000282,control,none,no_offer,0,0,0,0,sure_thing
CUST_000283,treatment,SMS,free_voicemail_month,1,0,0,0,sure_thing
CUST_000284,control,none,no_offer,0,0,0,0,sure_thing
CUST_000285,treatment,app_notification,priority_support,1,0,1,1,do_not_disturb
CUST_000286,treatment,SMS,priority_support,1,0,0,0,do_not_disturb
CUST_000287,treatment,SMS,priority_support,1,0,0,0,uncertain
CUST_000288,control,none,no_offer,0,0,0,0,sure_thing
CUST_000289,control,none,no_offer,0,0,0,0,sure_thing
CUST_000290,control,none,no_offer,0,0,0,0,sure_thing
CUST_000291,treatment,SMS,free_voicemail_month,1,1,0,0,sure_thing
CUST_000292,treatment,SMS,free_international_trial,1,0,0,0,sure_thing
CUST_000293,control,none,no_offer,0,0,0,0,sure_thing
CUST_000294,control,none,no_offer,0,0,1,1,uncertain
CUST_000295,control,none,no_offer,0,0,0,0,sure_thing
CUST_000296,control,none,no_offer,0,0,0,0,sure_thing
CUST_000297,control,none,no_offer,0,0,1,1,uncertain
CUST_000298,control,none,no_offer,0,0,0,0,uncertain
CUST_000299,treatment,app_notification,discount_10_percent,1,0,0,0,sure_thing
CUST_000300,control,none,no_offer,0,0,0,0,sure_thing
CUST_000301,control,none,no_offer,0,0,0,0,sure_thing
CUST_000302,control,none,no_offer,0,0,0,0,sure_thing
CUST_000303,control,none,no_offer,0,0,1,1,uncertain
CUST_000304,control,none,no_offer,0,0,0,0,sure_thing
CUST_000305,control,none,no_offer,0,0,0,0,sure_thing
CUST_000306,control,none,no_offer,0,0,0,0,sure_thing
CUST_000307,control,none,no_offer,0,0,0,0,sure_thing
CUST_000308,treatment,SMS,free_international_trial,1,0,1,1,do_not_disturb
CUST_000309,control,none,no_offer,0,0,0,1,uncertain
CUST_000310,control,none,no_offer,0,0,0,0,sure_thing
CUST_000311,control,none,no_offer,0,0,0,0,sure_thing
CUST_000312,control,none,no_offer,0,0,0,0,sure_thing
CUST_000313,treatment,SMS,free_international_trial,1,1,0,0,uncertain
CUST_000314,control,none,no_offer,0,0,0,0,sure_thing
CUST_000315,treatment,email,priority_support,1,0,0,0,do_not_disturb
CUST_000316,control,none,no_offer,0,0,0,0,sure_thing
CUST_000317,control,none,no_offer,0,0,0,0,sure_thing
CUST_000318,control,none,no_offer,0,0,0,0,sure_thing
CUST_000319,control,none,no_offer,0,0,0,1,uncertain
CUST_000320,treatment,app_notification,priority_support,1,0,0,0,do_not_disturb
CUST_000321,control,none,no_offer,0,0,0,0,sure_thing
CUST_000322,control,none,no_offer,0,0,1,1,uncertain
CUST_000323,control,none,no_offer,0,0,0,0,sure_thing
CUST_000324,control,none,no_offer,0,0,0,0,sure_thing
CUST_000325,control,none,no_offer,0,0,1,1,uncertain
CUST_000326,control,none,no_offer,0,0,0,0,sure_thing
CUST_000327,control,none,no_offer,0,0,0,0,sure_thing
CUST_000328,control,none,no_offer,0,0,0,0,sure_thing
CUST_000329,treatment,SMS,priority_support,1,0,0,0,do_not_disturb
CUST_000330,treatment,email,free_international_trial,1,0,0,0,do_not_disturb
CUST_000331,control,none,no_offer,0,0,0,0,sure_thing
CUST_000332,treatment,SMS,priority_support,1,0,1,1,do_not_disturb
CUST_000333,control,none,no_offer,0,0,0,0,sure_thing
CUST_000334,control,none,no_offer,0,0,0,0,sure_thing
CUST_000335,control,none,no_offer,0,0,0,0,sure_thing
CUST_000336,treatment,SMS,discount_20_percent,1,0,0,0,sure_thing
CUST_000337,control,none,no_offer,0,0,0,0,sure_thing
CUST_000338,treatment,SMS,discount_20_percent,1,0,1,0,sure_thing
CUST_000339,control,none,no_offer,0,0,1,1,uncertain
CUST_000340,treatment,SMS,free_voicemail_month,1,0,0,0,sure_thing
CUST_000341,control,none,no_offer,0,0,0,0,sure_thing
CUST_000342,control,none,no_offer,0,0,0,0,sure_thing
CUST_000343,control,none,no_offer,0,0,0,0,sure_thing
CUST_000344,treatment,phone_call,discount_20_percent,1,0,0,0,sure_thing
CUST_000345,control,none,no_offer,0,0,0,0,sure_thing
CUST_000346,treatment,email,loyalty_bonus,1,0,0,0,sure_thing
CUST_000347,control,none,no_offer,0,0,0,0,sure_thing
CUST_000348,control,none,no_offer,0,0,0,0,sure_thing
CUST_000349,control,none,no_offer,0,0,1,1,uncertain
CUST_000350,control,none,no_offer,0,0,0,0,sure_thing
CUST_000351,control,none,no_offer,0,0,0,0,sure_thing
CUST_000352,treatment,SMS,loyalty_bonus,1,1,0,1,uncertain
CUST_000353,control,none,no_offer,0,0,0,0,sure_thing
CUST_000354,treatment,phone_call,loyalty_bonus,1,0,0,0,sure_thing
CUST_000355,control,none,no_offer,0,0,0,0,sure_thing
CUST_000356,control,none,no_offer,0,0,1,1,uncertain
CUST_000357,treatment,email,discount_20_percent,1,0,0,0,sure_thing
CUST_000358,control,none,no_offer,0,0,0,0,sure_thing
CUST_000359,control,none,no_offer,0,0,0,0,sure_thing
CUST_000360,control,none,no_offer,0,0,0,0,sure_thing
CUST_000361,control,none,no_offer,0,0,0,0,sure_thing
CUST_000362,treatment,SMS,free_international_trial,1,1,0,0,sure_thing
CUST_000363,control,none,no_offer,0,0,0,0,sure_thing
CUST_000364,control,none,no_offer,0,0,0,0,sure_thing
CUST_000365,control,none,no_offer,0,0,0,0,sure_thing
CUST_000366,control,none,no_offer,0,0,0,0,sure_thing
CUST_000367,control,none,no_offer,0,0,1,1,uncertain
CUST_000368,treatment,SMS,discount_20_percent,1,0,1,0,sure_thing
CUST_000369,control,none,no_offer,0,0,0,0,sure_thing
CUST_000370,control,none,no_offer,0,0,0,0,sure_thing
CUST_000371,control,none,no_offer,0,0,0,1,uncertain
CUST_000372,treatment,email,discount_20_percent,1,0,0,0,sure_thing
CUST_000373,control,none,no_offer,0,0,0,0,sure_thing
CUST_000374,control,none,no_offer,0,0,0,0,sure_thing
CUST_000375,control,none,no_offer,0,0,1,1,uncertain
CUST_000376,control,none,no_offer,0,0,1,1,uncertain
CUST_000377,control,none,no_offer,0,0,0,0,sure_thing
CUST_000378,treatment,SMS,discount_20_percent,1,1,0,0,sure_thing
CUST_000379,control,none,no_offer,0,0,0,0,sure_thing
CUST_000380,control,none,no_offer,0,0,0,0,sure_thing
CUST_000381,control,none,no_offer,0,0,0,0,sure_thing
CUST_000382,treatment,SMS,priority_support,1,0,1,0,do_not_disturb
CUST_000383,control,none,no_offer,0,0,0,0,sure_thing
CUST_000384,treatment,SMS,discount_20_percent,1,0,0,0,sure_thing
CUST_000385,treatment,SMS,free_voicemail_month,1,0,0,0,sure_thing
CUST_000386,control,none,no_offer,0,0,0,0,sure_thing
CUST_000387,control,none,no_offer,0,0,0,0,sure_thing
CUST_000388,control,none,no_offer,0,0,0,0,sure_thing
CUST_000389,treatment,SMS,discount_10_percent,1,0,0,0,sure_thing
CUST_000390,control,none,no_offer,0,0,0,0,sure_thing
CUST_000391,control,none,no_offer,0,0,0,0,sure_thing
CUST_000392,control,none,no_offer,0,0,0,0,sure_thing
CUST_000393,control,none,no_offer,0,0,0,0,sure_thing
CUST_000394,control,none,no_offer,0,0,0,0,sure_thing
CUST_000395,control,none,no_offer,0,0,0,0,sure_thing
CUST_000396,control,none,no_offer,0,0,1,1,uncertain
CUST_000397,control,none,no_offer,0,0,0,0,sure_thing
CUST_000398,control,none,no_offer,0,0,0,0,sure_thing
CUST_000399,control,none,no_offer,0,0,0,0,sure_thing
CUST_000400,control,none,no_offer,0,0,0,0,sure_thing
CUST_000401,treatment,email,free_voicemail_month,1,0,0,0,sure_thing
CUST_000402,control,none,no_offer,0,0,0,0,sure_thing
CUST_000403,control,none,no_offer,0,0,1,1,uncertain
CUST_000404,control,none,no_offer,0,0,0,0,sure_thing
CUST_000405,control,none,no_offer,0,0,0,0,sure_thing
CUST_000406,control,none,no_offer,0,0,0,0,sure_thing
CUST_000407,control,none,no_offer,0,0,0,0,sure_thing
CUST_000408,control,none,no_offer,0,0,0,0,sure_thing
CUST_000409,treatment,SMS,priority_support,1,0,1,1,do_not_disturb
CUST_000410,control,none,no_offer,0,0,0,0,sure_thing
CUST_000411,control,none,no_offer,0,0,0,0,sure_thing
CUST_000412,control,none,no_offer,0,0,0,0,sure_thing
CUST_000413,control,none,no_offer,0,0,0,0,sure_thing
CUST_000414,treatment,app_notification,free_international_trial,1,0,1,1,do_not_disturb
CUST_000415,control,none,no_offer,0,0,0,1,uncertain
CUST_000416,treatment,email,loyalty_bonus,1,1,0,0,sure_thing
CUST_000417,control,none,no_offer,0,0,0,0,sure_thing
CUST_000418,control,none,no_offer,0,0,0,1,uncertain
CUST_000419,control,none,no_offer,0,0,0,0,sure_thing
CUST_000420,control,none,no_offer,0,0,1,1,uncertain
CUST_000421,control,none,no_offer,0,0,0,0,uncertain
CUST_000422,treatment,email,loyalty_bonus,1,0,0,0,sure_thing
CUST_000423,control,none,no_offer,0,0,0,0,sure_thing
CUST_000424,treatment,email,discount_20_percent,1,0,0,0,sure_thing
CUST_000425,treatment,email,free_voicemail_month,1,0,0,0,sure_thing
CUST_000426,control,none,no_offer,0,0,0,0,sure_thing
CUST_000427,control,none,no_offer,0,0,0,0,sure_thing
CUST_000428,treatment,phone_call,loyalty_bonus,1,0,0,0,sure_thing
CUST_000429,control,none,no_offer,0,0,0,1,uncertain
CUST_000430,control,none,no_offer,0,0,0,0,sure_thing
CUST_000431,control,none,no_offer,0,0,0,0,sure_thing
CUST_000432,control,none,no_offer,0,0,0,0,sure_thing
CUST_000433,control,none,no_offer,0,0,0,0,sure_thing
CUST_000434,control,none,no_offer,0,0,0,0,sure_thing
CUST_000435,control,none,no_offer,0,0,0,0,sure_thing
CUST_000436,treatment,SMS,priority_support,1,1,1,1,lost_cause
CUST_000437,control,none,no_offer,0,0,0,0,sure_thing
CUST_000438,control,none,no_offer,0,0,0,0,sure_thing
CUST_000439,control,none,no_offer,0,0,0,0,uncertain
CUST_000440,control,none,no_offer,0,0,1,1,uncertain
CUST_000441,control,none,no_offer,0,0,1,0,sure_thing
CUST_000442,control,none,no_offer,0,0,0,0,sure_thing
