customer_id,monthly_revenue,estimated_remaining_months,estimated_clv,offer_type,retention_cost,expected_loss_if_churn,net_gain_if_retained
CUST_000089,65.09,18,1171.62,no_offer,0.0,0.0,1171.62
CUST_000090,62.61000000000001,12,751.32,no_offer,0.0,0.0,751.32
CUST_000091,63.86,18,1149.48,no_offer,0.0,0.0,1149.48
CUST_000092,57.120000000000005,12,685.44,priority_support,15.0,0.0,670.44
CUST_000093,53.78999999999999,6,322.74,no_offer,0.0,0.0,322.74
CUST_000094,66.75,18,1201.5,no_offer,0.0,1201.5,1201.5
CUST_000095,47.010000000000005,6,282.06,no_offer,0.0,0.0,282.06
CUST_000096,76.91000000000001,18,1384.38,no_offer,0.0,1384.38,1384.38
CUST_000097,43.410000000000004,6,260.46,no_offer,0.0,0.0,260.46
CUST_000098,67.59,18,1216.62,no_offer,0.0,0.0,1216.62
CUST_000099,56.74,12,680.88,no_offer,0.0,0.0,680.88
CUST_000100,60.61,12,727.32,no_offer,0.0,0.0,727.32
CUST_000101,48.51,6,291.06,no_offer,0.0,0.0,291.06
CUST_000102,48.29,6,289.74,no_offer,0.0,0.0,289.74
CUST_000103,68.33999999999999,18,1230.12,discount_20_percent,13.67,0.0,1216.45
CUST_000104,34.84,6,209.04,priority_support,15.0,0.0,194.04
CUST_000105,56.23,12,674.76,no_offer,0.0,0.0,674.76
CUST_000106,42.41,6,254.46,no_offer,0.0,0.0,254.46
CUST_000107,64.63,18,1163.34,no_offer,0.0,0.0,1163.34
CUST_000108,52.78999999999999,6,316.74,no_offer,0.0,0.0,316.74
CUST_000109,73.17999999999999,18,1317.24,no_offer,0.0,0.0,1317.24
CUST_000110,62.34,12,748.08,no_offer,0.0,0.0,748.08
CUST_000111,62.46,12,749.52,no_offer,0.0,0.0,749.52
CUST_000112,50.95,6,305.7,no_offer,0.0,0.0,305.7
CUST_000113,60.49999999999999,12,726.0,no_offer,0.0,726.0,726.0
CUST_000114,64.42999999999999,18,1159.74,no_offer,0.0,0.0,1159.74
CUST_000115,56.790000000000006,12,681.48,discount_10_percent,5.68,0.0,675.8
CUST_000116,57.660000000000004,12,691.92,no_offer,0.0,0.0,691.92
CUST_000117,60.8,12,729.6,discount_10_percent,6.08,0.0,723.52
CUST_000118,67.04,18,1206.72,no_offer,0.0,0.0,1206.72
CUST_000119,56.14,12,673.68,discount_10_percent,5.61,0.0,668.07
CUST_000120,70.71,18,1272.78,no_offer,0.0,0.0,1272.78
CUST_000121,58.53,12,702.36,no_offer,0.0,702.36,702.36
CUST_000122,61.86,12,742.32,discount_10_percent,6.19,0.0,736.13
CUST_000123,73.16,18,1316.88,no_offer,0.0,0.0,1316.88
CUST_000124,73.5,18,1323.0,discount_20_percent,14.7,0.0,1308.3
CUST_000125,62.38,12,748.56,no_offer,0.0,0.0,748.56
CUST_000126,67.72000000000001,18,1218.96,no_offer,0.0,0.0,1218.96
CUST_000127,71.92,18,1294.56,no_offer,0.0,0.0,1294.56
CUST_000128,69.83,18,1256.94,no_offer,0.0,0.0,1256.94
CUST_000129,87.89,18,1582.02,no_offer,0.0,1582.02,1582.02
CUST_000130,63.150000000000006,12,757.8,no_offer,0.0,0.0,757.8
CUST_000131,49.760000000000005,6,298.56,no_offer,0.0,0.0,298.56
CUST_000132,45.92,6,275.52,no_offer,0.0,0.0,275.52
CUST_000133,72.08999999999999,18,1297.62,no_offer,0.0,0.0,1297.62
CUST_000134,65.57,18,1180.26,discount_20_percent,13.11,0.0,1167.15
CUST_000135,42.26,6,253.56,no_offer,0.0,253.56,253.56
CUST_000136,56.87,12,682.44,no_offer,0.0,0.0,682.44
CUST_000137,73.05999999999999,18,1315.08,no_offer,0.0,0.0,1315.08
CUST_000138,60.10000000000001,12,721.2,no_offer,0.0,0.0,721.2
CUST_000139,69.71000000000001,18,1254.78,no_offer,0.0,0.0,1254.78
CUST_000140,53.580000000000005,6,321.48,no_offer,0.0,0.0,321.48
CUST_000141,67.25,18,1210.5,no_offer,0.0,0.0,1210.5
CUST_000142,62.61999999999999,12,751.44,loyalty_bonus,8.0,0.0,743.44
CUST_000143,68.0,18,1224.0,no_offer,0.0,0.0,1224.0
CUST_000144,53.26,6,319.56,no_offer,0.0,0.0,319.56
CUST_000145,59.73,12,716.76,no_offer,0.0,0.0,716.76
CUST_000146,73.36,18,1320.48,discount_20_percent,14.67,0.0,1305.81
CUST_000147,67.00999999999999,18,1206.18,no_offer,0.0,0.0,1206.18
CUST_000148,31.05,6,186.3,no_offer,0.0,186.3,186.3
CUST_000149,50.169999999999995,6,301.02,no_offer,0.0,0.0,301.02
CUST_000150,66.83000000000001,18,1202.94,no_offer,0.0,0.0,1202.94
CUST_000151,73.32999999999998,18,1319.94,no_offer,0.0,0.0,1319.94
CUST_000152,73.02,18,1314.36,discount_20_percent,14.6,0.0,1299.76
CUST_000153,44.13,6,264.78,no_offer,0.0,0.0,264.78
CUST_000154,52.02,6,312.12,no_offer,0.0,0.0,312.12
CUST_000155,68.3,18,1229.4,no_offer,0.0,0.0,1229.4
CUST_000156,45.54,6,273.24,discount_10_percent,4.55,273.24,268.69
CUST_000157,51.06,6,306.36,no_offer,0.0,0.0,306.36
CUST_000158,64.00999999999999,18,1152.18,discount_20_percent,12.8,0.0,1139.38
CUST_000159,51.019999999999996,6,306.12,no_offer,0.0,0.0,306.12
CUST_000160,71.30999999999999,18,1283.58,no_offer,0.0,0.0,1283.58
CUST_000161,58.690000000000005,12,704.28,no_offer,0.0,0.0,704.28
CUST_000162,55.32999999999999,12,663.96,no_offer,0.0,0.0,663.96
CUST_000163,81.97999999999999,18,1475.64,no_offer,0.0,1475.64,1475.64
CUST_000164,43.73,6,262.38,discount_10_percent,4.37,0.0,258.01
CUST_000165,58.3,12,699.6,no_offer,0.0,0.0,699.6
CUST_000166,72.94,18,1312.92,discount_20_percent,14.59,0.0,1298.33
CUST_000167,65.25,18,1174.5,no_offer,0.0,0.0,1174.5
CUST_000168,50.68,6,304.08,no_offer,0.0,0.0,304.08
CUST_000169,59.300000000000004,12,711.6,discount_10_percent,5.93,711.6,705.67
CUST_000170,47.81,6,286.86,no_offer,0.0,0.0,286.86
CUST_000171,61.89,12,742.68,no_offer,0.0,0.0,742.68
CUST_000172,64.26,18,1156.68,no_offer,0.0,0.0,1156.68
CUST_000173,72.33,18,1301.94,no_offer,0.0,0.0,1301.94
CUST_000174,67.6,18,1216.8,no_offer,0.0,0.0,1216.8
CUST_000175,55.559999999999995,12,666.72,no_offer,0.0,0.0,666.72
CUST_000176,52.49999999999999,6,315.0,no_offer,0.0,0.0,315.0
CUST_000177,65.97,18,1187.46,no_offer,0.0,1187.46,1187.46
CUST_000178,58.9,12,706.8,no_offer,0.0,0.0,706.8
CUST_000179,52.279999999999994,6,313.68,no_offer,0.0,0.0,313.68
CUST_000180,62.87,12,754.44,no_offer,0.0,0.0,754.44
CUST_000181,75.54,18,1359.72,no_offer,0.0,1359.72,1359.72
CUST_000182,57.68,12,692.16,no_offer,0.0,0.0,692.16
CUST_000183,57.02,12,684.24,no_offer,0.0,0.0,684.24
CUST_000184,56.81999999999999,12,681.84,no_offer,0.0,0.0,681.84
CUST_000185,56.21,12,674.52,no_offer,0.0,0.0,674.52
CUST_000186,39.769999999999996,6,238.62,loyalty_bonus,8.0,0.0,230.62
CUST_000187,68.02,18,1224.36,no_offer,0.0,0.0,1224.36
CUST_000188,53.8,6,322.8,free_voicemail_month,5.0,0.0,317.8
CUST_000189,76.12,18,1370.16,priority_support,15.0,0.0,1355.16
CUST_000190,76.66999999999999,18,1380.06,free_international_trial,10.0,0.0,1370.06
CUST_000191,70.45,18,1268.1,no_offer,0.0,0.0,1268.1
CUST_000192,64.77000000000001,18,1165.86,no_offer,0.0,0.0,1165.86
CUST_000193,57.309999999999995,12,687.72,no_offer,0.0,687.72,687.72
CUST_000194,62.78,12,753.36,free_international_trial,10.0,0.0,743.36
CUST_000195,57.54,12,690.48,no_offer,0.0,0.0,690.48
CUST_000196,41.04,6,246.24,no_offer,0.0,0.0,246.24
CUST_000197,55.83,12,669.96,no_offer,0.0,0.0,669.96
CUST_000198,57.209999999999994,12,686.52,no_offer,0.0,0.0,686.52
CUST_000199,47.73,6,286.38,no_offer,0.0,286.38,286.38
CUST_000200,73.25999999999999,18,1318.68,no_offer,0.0,0.0,1318.68
CUST_000201,63.95,18,1151.1,no_offer,0.0,0.0,1151.1
CUST_000202,75.02000000000001,18,1350.36,no_offer,0.0,1350.36,1350.36
CUST_000203,44.57,6,267.42,discount_10_percent,4.46,267.42,262.96
CUST_000204,33.67,6,202.02,discount_10_percent,3.37,0.0,198.65
CUST_000205,64.74000000000001,18,1165.32,no_offer,0.0,0.0,1165.32
CUST_000206,53.09,6,318.54,no_offer,0.0,0.0,318.54
CUST_000207,62.480000000000004,12,749.76,no_offer,0.0,0.0,749.76
CUST_000208,65.21,18,1173.78,discount_20_percent,13.04,0.0,1160.74
CUST_000209,58.599999999999994,12,703.2,no_offer,0.0,0.0,703.2
CUST_000210,51.28,6,307.68,no_offer,0.0,0.0,307.68
CUST_000211,48.260000000000005,6,289.56,no_offer,0.0,0.0,289.56
CUST_000212,56.349999999999994,12,676.2,no_offer,0.0,0.0,676.2
CUST_000213,58.03,12,696.36,no_offer,0.0,0.0,696.36
CUST_000214,49.269999999999996,6,295.62,no_offer,0.0,0.0,295.62
CUST_000215,53.76,6,322.56,discount_10_percent,5.38,0.0,317.18
CUST_000216,73.35,18,1320.3,no_offer,0.0,0.0,1320.3
CUST_000217,67.52999999999999,18,1215.54,no_offer,0.0,0.0,1215.54
CUST_000218,53.53,6,321.18,no_offer,0.0,0.0,321.18
CUST_000219,53.1,6,318.6,free_international_trial,10.0,0.0,308.6
CUST_000220,69.42999999999999,18,1249.74,no_offer,0.0,0.0,1249.74
CUST_000221,49.32,6,295.92,discount_10_percent,4.93,0.0,290.99
CUST_000222,67.88,18,1221.84,no_offer,0.0,0.0,1221.84
CUST_000223,65.35000000000001,18,1176.3,no_offer,0.0,0.0,1176.3
CUST_000224,55.71,12,668.52,no_offer,0.0,0.0,668.52
CUST_000225,67.04,18,1206.72,no_offer,0.0,0.0,1206.72
CUST_000226,66.33999999999999,18,1194.12,no_offer,0.0,0.0,1194.12
CUST_000227,66.23,18,1192.14,free_international_trial,10.0,0.0,1182.14
CUST_000228,59.35,12,712.2,no_offer,0.0,0.0,712.2
CUST_000229,75.42000000000002,18,1357.56,no_offer,0.0,0.0,1357.56
CUST_000230,63.540000000000006,12,762.48,no_offer,0.0,0.0,762.48
CUST_000231,57.10000000000001,12,685.2,no_offer,0.0,0.0,685.2
CUST_000232,69.76,18,1255.68,no_offer,0.0,0.0,1255.68
CUST_000233,61.83,12,741.96,no_offer,0.0,741.96,741.96
CUST_000234,36.14,6,216.84,no_offer,0.0,0.0,216.84
CUST_000235,54.79,6,328.74,no_offer,0.0,0.0,328.74
CUST_000236,55.03,12,660.36,no_offer,0.0,0.0,660.36
CUST_000237,62.33,12,747.96,no_offer,0.0,0.0,747.96
CUST_000238,44.76,6,268.56,no_offer,0.0,0.0,268.56
CUST_000239,56.49,12,677.88,free_voicemail_month,5.0,0.0,672.88
CUST_000240,66.33000000000001,18,1193.94,no_offer,0.0,0.0,1193.94
CUST_000241,50.57,6,303.42,no_offer,0.0,0.0,303.42
CUST_000242,65.03,18,1170.54,no_offer,0.0,0.0,1170.54
CUST_000243,49.61000000000001,6,297.66,no_offer,0.0,0.0,297.66
CUST_000244,71.24,18,1282.32,discount_20_percent,14.25,0.0,1268.07
CUST_000245,81.0,18,1458.0,discount_20_percent,16.2,0.0,1441.8
CUST_000246,60.559999999999995,12,726.72,no_offer,0.0,0.0,726.72
CUST_000247,71.24000000000001,18,1282.32,no_offer,0.0,0.0,1282.32
CUST_000248,76.5,18,1377.0,no_offer,0.0,1377.0,1377.0
CUST_000249,67.7,18,1218.6,no_offer,0.0,0.0,1218.6
CUST_000250,62.199999999999996,12,746.4,no_offer,0.0,0.0,746.4
CUST_000251,51.71,6,310.26,no_offer,0.0,0.0,310.26
CUST_000252,55.29,12,663.48,discount_10_percent,5.53,0.0,657.95
CUST_000253,45.23,6,271.38,no_offer,0.0,0.0,271.38
CUST_000254,52.849999999999994,6,317.1,no_offer,0.0,0.0,317.1
CUST_000255,50.55,6,303.3,loyalty_bonus,8.0,0.0,295.3
CUST_000256,71.16,18,1280.88,discount_20_percent,14.23,0.0,1266.65
CUST_000257,63.559999999999995,12,762.72,free_international_trial,10.0,762.72,752.72
CUST_000258,66.60000000000001,18,1198.8,no_offer,0.0,0.0,1198.8
CUST_000259,50.33,6,301.98,no_offer,0.0,0.0,301.98
CUST_000260,58.690000000000005,12,704.28,no_offer,0.0,0.0,704.28
CUST_000261,50.0,6,300.0,no_offer,0.0,0.0,300.0
CUST_000262,63.01,12,756.12,no_offer,0.0,0.0,756.12
CUST_000263,37.43,6,224.58,discount_10_percent,3.74,0.0,220.84
CUST_000264,70.27999999999999,18,1265.04,no_offer,0.0,0.0,1265.04
CUST_000265,64.02,18,1152.36,no_offer,0.0,0.0,1152.36
CUST_000266,62.81,12,753.72,no_offer,0.0,0.0,753.72
CUST_000267,67.25,18,1210.5,no_offer,0.0,0.0,1210.5
CUST_000268,78.92999999999999,18,1420.74,no_offer,0.0,1420.74,1420.74
CUST_000269,48.080000000000005,6,288.48,priority_support,15.0,288.48,273.48
CUST_000270,63.07,12,756.84,no_offer,0.0,0.0,756.84
CUST_000271,59.730000000000004,12,716.76,free_voicemail_month,5.0,0.0,711.76
CUST_000272,58.199999999999996,12,698.4,discount_10_percent,5.82,0.0,692.58
CUST_000273,62.36,12,748.32,no_offer,0.0,0.0,748.32
CUST_000274,63.53,12,762.36,no_offer,0.0,0.0,762.36
CUST_000275,67.04,18,1206.72,no_offer,0.0,0.0,1206.72
CUST_000276,65.5,18,1179.0,discount_20_percent,13.1,1179.0,1165.9
CUST_000277,68.31,18,1229.58,no_offer,0.0,0.0,1229.58
CUST_000278,65.48,18,1178.64,no_offer,0.0,0.0,1178.64
CUST_000279,36.97,6,221.82,no_offer,0.0,0.0,221.82
CUST_000280,44.43000000000001,6,266.58,free_voicemail_month,5.0,0.0,261.58
CUST_000281,67.47999999999999,18,1214.64,no_offer,0.0,0.0,1214.64
CUST_000282,52.98,6,317.88,no_offer,0.0,0.0,317.88
CUST_000283,61.92999999999999,12,743.16,free_voicemail_month,5.0,0.0,738.16
CUST_000284,49.58,6,297.48,no_offer,0.0,0.0,297.48
CUST_000285,41.57,6,249.42,priority_support,15.0,249.42,234.42
CUST_000286,61.83,12,741.96,priority_support,15.0,0.0,726.96
CUST_000287,70.75000000000001,18,1273.5,priority_support,15.0,0.0,1258.5
CUST_000288,46.699999999999996,6,280.2,no_offer,0.0,0.0,280.2
CUST_000289,61.44,12,737.28,no_offer,0.0,0.0,737.28
CUST_000290,48.029999999999994,6,288.18,no_offer,0.0,0.0,288.18
CUST_000291,49.93999999999999,6,299.64,free_voicemail_month,5.0,0.0,294.64
CUST_000292,51.01,6,306.06,free_international_trial,10.0,0.0,296.06
CUST_000293,57.62,12,691.44,no_offer,0.0,0.0,691.44
CUST_000294,80.86999999999999,18,1455.66,no_offer,0.0,1455.66,1455.66
CUST_000295,57.07000000000001,12,684.84,no_offer,0.0,0.0,684.84
CUST_000296,57.33,12,687.96,no_offer,0.0,0.0,687.96
CUST_000297,92.2,18,1659.6,no_offer,0.0,1659.6,1659.6
CUST_000298,63.56,12,762.72,no_offer,0.0,0.0,762.72
CUST_000299,51.17,6,307.02,discount_10_percent,5.12,0.0,301.9
CUST_000300,42.57,6,255.42,no_offer,0.0,0.0,255.42
CUST_000301,67.75,18,1219.5,no_offer,0.0,0.0,1219.5
CUST_000302,65.43,18,1177.74,no_offer,0.0,0.0,1177.74
CUST_000303,62.24,12,746.88,no_offer,0.0,746.88,746.88
CUST_000304,59.09,12,709.08,no_offer,0.0,0.0,709.08
CUST_000305,63.31,12,759.72,no_offer,0.0,0.0,759.72
CUST_000306,50.52,6,303.12,no_offer,0.0,0.0,303.12
CUST_000307,65.18,18,1173.24,no_offer,0.0,0.0,1173.24
CUST_000308,64.53,18,1161.54,free_international_trial,10.0,1161.54,1151.54
CUST_000309,63.56000000000001,12,762.72,no_offer,0.0,762.72,762.72
CUST_000310,71.21,18,1281.78,no_offer,0.0,0.0,1281.78
CUST_000311,53.75,6,322.5,no_offer,0.0,0.0,322.5
CUST_000312,55.050000000000004,12,660.6,no_offer,0.0,0.0,660.6
CUST_000313,71.9,18,1294.2,free_international_trial,10.0,0.0,1284.2
CUST_000314,58.52,12,702.24,no_offer,0.0,0.0,702.24
CUST_000315,69.96,18,1259.28,priority_support,15.0,0.0,1244.28
CUST_000316,65.09,18,1171.62,no_offer,0.0,0.0,1171.62
CUST_000317,49.870000000000005,6,299.22,no_offer,0.0,0.0,299.22
CUST_000318,57.269999999999996,12,687.24,no_offer,0.0,0.0,687.24
CUST_000319,62.00999999999999,12,744.12,no_offer,0.0,744.12,744.12
CUST_000320,63.92000000000001,18,1150.56,priority_support,15.0,0.0,1135.56
CUST_000321,65.25,18,1174.5,no_offer,0.0,0.0,1174.5
CUST_000322,66.91000000000001,18,1204.38,no_offer,0.0,1204.38,1204.38
CUST_000323,62.71,12,752.52,no_offer,0.0,0.0,752.52
CUST_000324,52.66,6,315.96,no_offer,0.0,0.0,315.96
CUST_000325,59.480000000000004,12,713.76,no_offer,0.0,713.76,713.76
CUST_000326,52.62,6,315.72,no_offer,0.0,0.0,315.72
CUST_000327,60.67,12,728.04,no_offer,0.0,0.0,728.04
CUST_000328,62.00000000000001,12,744.0,no_offer,0.0,0.0,744.0
CUST_000329,62.84,12,754.08,priority_support,15.0,0.0,739.08
CUST_000330,70.06,18,1261.08,free_international_trial,10.0,0.0,1251.08
CUST_000331,47.11000000000001,6,282.66,no_offer,0.0,0.0,282.66
CUST_000332,53.599999999999994,6,321.6,priority_support,15.0,321.6,306.6
CUST_000333,51.86,6,311.16,no_offer,0.0,0.0,311.16
CUST_000334,57.50999999999999,12,690.12,no_offer,0.0,0.0,690.12
CUST_000335,53.81,6,322.86,no_offer,0.0,0.0,322.86
CUST_000336,70.93,18,1276.74,discount_20_percent,14.19,0.0,1262.55
CUST_000337,51.93,6,311.58,no_offer,0.0,0.0,311.58
CUST_000338,77.88,18,1401.84,discount_20_percent,15.58,0.0,1386.26
CUST_000339,53.67,6,322.02,no_offer,0.0,322.02,322.02
CUST_000340,55.839999999999996,12,670.08,free_voicemail_month,5.0,0.0,665.08
CUST_000341,70.69,18,1272.42,no_offer,0.0,0.0,1272.42
CUST_000342,67.88000000000001,18,1221.84,no_offer,0.0,0.0,1221.84
CUST_000343,66.75999999999999,18,1201.68,no_offer,0.0,0.0,1201.68
CUST_000344,70.96999999999998,18,1277.46,discount_20_percent,14.19,0.0,1263.27
CUST_000345,68.87,18,1239.66,no_offer,0.0,0.0,1239.66
CUST_000346,41.940000000000005,6,251.64,loyalty_bonus,8.0,0.0,243.64
CUST_000347,48.59,6,291.54,no_offer,0.0,0.0,291.54
CUST_000348,56.53,12,678.36,no_offer,0.0,0.0,678.36
CUST_000349,77.07,18,1387.26,no_offer,0.0,1387.26,1387.26
CUST_000350,65.56,18,1180.08,no_offer,0.0,0.0,1180.08
CUST_000351,71.97999999999999,18,1295.64,no_offer,0.0,0.0,1295.64
CUST_000352,51.44,6,308.64,loyalty_bonus,8.0,308.64,300.64
CUST_000353,77.86,18,1401.48,no_offer,0.0,0.0,1401.48
CUST_000354,61.39,12,736.68,loyalty_bonus,8.0,0.0,728.68
CUST_000355,69.78,18,1256.04,no_offer,0.0,0.0,1256.04
CUST_000356,74.39999999999999,18,1339.2,no_offer,0.0,1339.2,1339.2
CUST_000357,66.62,18,1199.16,discount_20_percent,13.32,0.0,1185.84
CUST_000358,73.94999999999999,18,1331.1,no_offer,0.0,0.0,1331.1
CUST_000359,58.89,12,706.68,no_offer,0.0,0.0,706.68
CUST_000360,49.190000000000005,6,295.14,no_offer,0.0,0.0,295.14
CUST_000361,68.27000000000001,18,1228.86,no_offer,0.0,0.0,1228.86
CUST_000362,63.08,12,756.96,free_international_trial,10.0,0.0,746.96
CUST_000363,54.22,6,325.32,no_offer,0.0,0.0,325.32
CUST_000364,70.7,18,1272.6,no_offer,0.0,0.0,1272.6
CUST_000365,45.18,6,271.08,no_offer,0.0,0.0,271.08
CUST_000366,72.99000000000001,18,1313.82,no_offer,0.0,0.0,1313.82
CUST_000367,79.89,18,1438.02,no_offer,0.0,1438.02,1438.02
CUST_000368,77.1,18,1387.8,discount_20_percent,15.42,0.0,1372.38
CUST_000369,57.44,12,689.28,no_offer,0.0,0.0,689.28
CUST_000370,60.839999999999996,12,730.08,no_offer,0.0,0.0,730.08
CUST_000371,51.400000000000006,6,308.4,no_offer,0.0,308.4,308.4
CUST_000372,72.0,18,1296.0,discount_20_percent,14.4,0.0,1281.6
CUST_000373,53.54,6,321.24,no_offer,0.0,0.0,321.24
CUST_000374,66.17999999999999,18,1191.24,no_offer,0.0,0.0,1191.24
CUST_000375,56.41,12,676.92,no_offer,0.0,676.92,676.92
